aum,max_participation,median_participation,n_over_10pct_adv,frac_over_10pct_adv,book_capacity,ok,aum_label
50000000.0,0.005940899568906797,5.063843238897964e-05,0,0.0,841623384.1367673,True,$50M
100000000.0,0.011881799137813594,0.00010127686477795928,0,0.0,841623384.1367673,True,$100M
250000000.0,0.029704497844533984,0.00025319216194489826,0,0.0,841623384.1367673,True,$250M
500000000.0,0.05940899568906797,0.0005063843238897965,0,0.0,841623384.1367673,True,$500M
1000000000.0,0.11881799137813594,0.001012768647779593,5,0.00046707146193367583,841623384.1367673,False,$1.0B
2000000000.0,0.23763598275627187,0.002025537295559186,29,0.00270901447921532,841623384.1367673,False,$2.0B
